qid,leader,ccode,iso3,country,start_year,end_year,theta,theta_se
Q561303,Grunitzky,461,TGO,Togo,1963,1967,-0.3815244421057164,0.6932715268073003
Q664052,Buhl,390,DNK,Denmark,1945,1945,-0.3815244421057164,0.6932715268073003
Q168751,Mengistu,530,ETH,Ethiopia,1977,1991,-0.5776058843072532,0.771889864741412
Q1371619,Pirlog,359,MDA,Moldova,2009,2009,-0.6556660767357909,0.7574644373709092
Q1736960,Katay Don Sasorith,812,LAO,Laos,1954,1956,-0.6556660767357909,0.7574644373709092
Q1990673,Nikola Kljusev,343,MKD,North Macedonia,1991,1992,-0.6556660767357909,0.7574644373709092
Q2300705,Somsanith,812,LAO,Laos,1960,1960,-0.6556660767357909,0.7574644373709092
Q313707,Van Thieu,817,VNM,Vietnam,1965,1975,-0.6556660767357909,0.7574644373709092
Q320156,Mkapa,510,TZA,Tanzania,1995,2005,-0.6556660767357909,0.7574644373709092
Q401076,Abdallah,581,UNK,COW-581,1975,1975,-0.6556660767357909,0.7574644373709092
Q5018756,John Magufuli,510,TZA,Tanzania,2015,2015,-0.6556660767357909,0.7574644373709092
Q504362,Khanh,817,VNM,Vietnam,1964,1964,-0.6556660767357909,0.7574644373709092
Q545539,Truong Chinh,816,VNM,Vietnam,1986,1986,-0.6556660767357909,0.7574644373709092
Q558802,Nasir,781,UNK,COW-781,1957,1978,-0.6556660767357909,0.7574644373709092
Q57488,Kikwete,510,TZA,Tanzania,2005,2015,-0.6556660767357909,0.7574644373709092
Q6434680,Kouprasith,812,LAO,Laos,1964,1964,-0.6556660767357909,0.7574644373709092
Q100280563,Traore,432,MLI,Mali,1968,1991,-0.6855092320498997,0.7558494960902516
Q107431,Pires,402,CPV,Cape Verde,1975,1991,-0.6855092320498997,0.7558494960902516
Q1077326,Heunis,560,ZAF,South Africa,1989,1989,-0.6855092320498997,0.7558494960902516
Q10874521,Xi Jinping,710,CHN,China,2012,2015,-0.6855092320498997,0.7558494960902516
Q1091523,Ahmadinejad,630,IRN,Iran,2005,2013,-0.6855092320498997,0.7558494960902516
Q117096,Magsaysay,840,PHL,Philippines,1953,1957,-0.6855092320498997,0.7558494960902516
Q118272,Elias Hrawi,660,LBN,Lebanon,1989,1998,-0.6855092320498997,0.7558494960902516
Q12149,Thein Sein,775,MMR,Myanmar,2011,2015,-0.6855092320498997,0.7558494960902516
Q1258656,Voulgaris,350,GRC,Greece,1945,1945,-0.6855092320498997,0.7558494960902516
Q1317228,Mohammad Hashim Maiwandwal,700,AFG,Afghanistan,1965,1967,-0.6855092320498997,0.7558494960902516
Q1347953,Jonathan,570,LSO,Lesotho,1966,1986,-0.6855092320498997,0.7558494960902516
Q13550478,Nouri Abusahmain,620,LBY,Libya,2013,2014,-0.6855092320498997,0.7558494960902516
Q1371474,Tsirimokos,350,GRC,Greece,1965,1965,-0.6855092320498997,0.7558494960902516
Q1371543,Pipinelis,350,GRC,Greece,1963,1963,-0.6855092320498997,0.7558494960902516
Q1374014,Senilagakali,950,FJI,Fiji,2006,2007,-0.6855092320498997,0.7558494960902516
Q1392087,Poulitsas,350,GRC,Greece,1946,1946,-0.6855092320498997,0.7558494960902516
Q1397698,Mohammad Musa Shafiq,700,AFG,Afghanistan,1972,1973,-0.6855092320498997,0.7558494960902516
Q1397999,Lekhanya,570,LSO,Lesotho,1986,1991,-0.6855092320498997,0.7558494960902516
Q1490067,Hector Caraccioli,91,HND,Honduras,1956,1957,-0.6855092320498997,0.7558494960902516
Q152369,Mebazaa,616,TUN,Tunisia,2011,2011,-0.6855092320498997,0.7558494960902516
Q1561693,Khan Noon,770,PAK,Pakistan,1957,1958,-0.6855092320498997,0.7558494960902516
Q15633683,Catherine Samba-Panza,482,CAF,Central African Republic,2014,2015,-0.6855092320498997,0.7558494960902516
Q156505,Papadopoulos,350,GRC,Greece,1967,1973,-0.6855092320498997,0.7558494960902516
Q165672,Iajuddin,771,BGD,Bangladesh,2006,2007,-0.6855092320498997,0.7558494960902516
Q179242,Laurent Gbagbo,437,CIV,Ivory Coast,2000,2011,-0.6855092320498997,0.7558494960902516
Q181606,Mavromichalis,350,GRC,Greece,1963,1963,-0.6855092320498997,0.7558494960902516
Q18352991,Edgar Lungu,551,ZMB,Zambia,2015,2015,-0.6855092320498997,0.7558494960902516
Q188667,Burhanuddin Rabbani,700,AFG,Afghanistan,1992,1996,-0.6855092320498997,0.7558494960902516
Q188974,Aramburu,160,ARG,Argentina,1955,1958,-0.6855092320498997,0.7558494960902516
Q192361,Ranieri Mazzilli,140,BRA,Brazil,1961,1961,-0.6855092320498997,0.7558494960902516
Q2097052,Bavadra,950,FJI,Fiji,1987,1987,-0.6855092320498997,0.7558494960902516
Q2602,Krenz,265,DEU,Germany,1989,1989,-0.6855092320498997,0.7558494960902516
Q262346,Abubakar,475,NGA,Nigeria,1998,1999,-0.6855092320498997,0.7558494960902516
Q2628548,Lokendra Bahadur Chand,790,NPL,Nepal,2002,2003,-0.6855092320498997,0.7558494960902516
Q2679301,Ben Khedda,615,DZA,Algeria,1962,1962,-0.6855092320498997,0.7558494960902516
Q269572,Coimbra da Luz,140,BRA,Brazil,1955,1955,-0.6855092320498997,0.7558494960902516
Q270645,Rose Francine Rogombe,481,GAB,Gabon,2009,2009,-0.6855092320498997,0.7558494960902516
Q2821422,Razak,820,MYS,Malaysia,1970,1976,-0.6855092320498997,0.7558494960902516
Q282359,Micombero,516,BDI,Burundi,1966,1976,-0.6855092320498997,0.7558494960902516
Q2828958,Iskandrov,702,TJK,Tajikistan,1992,1992,-0.6855092320498997,0.7558494960902516
Q286130,Henrique Pereira Rosa,404,GNB,Guinea-Bissau,2003,2005,-0.6855092320498997,0.7558494960902516
Q293385,Mejia Victores,90,GTM,Guatemala,1983,1986,-0.6855092320498997,0.7558494960902516
Q293391,Mendoza Azurdia,90,GTM,Guatemala,1957,1957,-0.6855092320498997,0.7558494960902516
Q294241,Geisel,140,BRA,Brazil,1974,1979,-0.6855092320498997,0.7558494960902516
Q296691,de La Madrid,70,MEX,Mexico,1982,1988,-0.6855092320498997,0.7558494960902516
Q297000,Verwoerd,560,ZAF,South Africa,1958,1966,-0.6855092320498997,0.7558494960902516
Q297667,Gouled Aptidon,522,DJI,Djibouti,1977,1999,-0.6855092320498997,0.7558494960902516
Q298430,Bignone,160,ARG,Argentina,1982,1983,-0.6855092320498997,0.7558494960902516
Q299442,Micheletti,91,HND,Honduras,2009,2010,-0.6855092320498997,0.7558494960902516
Q307494,Salem Aref,645,IRQ,Iraq,1963,1966,-0.6855092320498997,0.7558494960902516
Q3075634,Mamadu Ture Kuruma,404,GNB,Guinea-Bissau,2012,2012,-0.6855092320498997,0.7558494960902516
Q310860,Dacko,482,CAF,Central African Republic,1960,1966,-0.6855092320498997,0.7558494960902516
Q310870,Caetano,235,PRT,Portugal,1968,1974,-0.6855092320498997,0.7558494960902516
Q311596,Fatos Nano,339,ALB,Albania,2002,2005,-0.6855092320498997,0.7558494960902516
Q312026,Bidault,220,FRA,France,1946,1946,-0.6855092320498997,0.7558494960902516
Q312539,Macapagal,840,PHL,Philippines,1961,1965,-0.6855092320498997,0.7558494960902516
Q31280,Damaskinos,350,GRC,Greece,1945,1945,-0.6855092320498997,0.7558494960902516
Q313816,Iyad Allawi,645,IRQ,Iraq,2004,2005,-0.6855092320498997,0.7558494960902516
Q313903,Vorster,560,ZAF,South Africa,1966,1978,-0.6855092320498997,0.7558494960902516
Q313996,Viola,160,ARG,Argentina,1981,1981,-0.6855092320498997,0.7558494960902516
Q314271,Dadis Camara,438,GIN,Guinea,2008,2009,-0.6855092320498997,0.7558494960902516
Q314355,Diori,436,NER,Niger,1960,1974,-0.6855092320498997,0.7558494960902516
Q314538,Raimundo Pereira,404,GNB,Guinea-Bissau,2012,2012,-0.6855092320498997,0.7558494960902516
Q314688,Benjedid,615,DZA,Algeria,1979,1992,-0.6855092320498997,0.7558494960902516
Q316317,Ratu Josefa Iloilo,950,FJI,Fiji,2000,2000,-0.6855092320498997,0.7558494960902516
Q316384,U Nu,775,MMR,Myanmar,1948,1956,-0.6855092320498997,0.7558494960902516
Q317624,Soomro,770,PAK,Pakistan,2008,2008,-0.6855092320498997,0.7558494960902516
Q317743,Abdallah Yakta,700,AFG,Afghanistan,1967,1967,-0.6855092320498997,0.7558494960902516
Q318479,Muzorewa,552,ZWE,Zimbabwe,1979,1979,-0.6855092320498997,0.7558494960902516
Q3187589,Bosch,42,DOM,Dominican Republic,1963,1963,-0.6855092320498997,0.7558494960902516
Q323086,Sompare,438,GIN,Guinea,2008,2008,-0.6855092320498997,0.7558494960902516
Q327127,Zeroual,615,DZA,Algeria,1994,1999,-0.6855092320498997,0.7558494960902516
Q327920,Ruiz Cortines,70,MEX,Mexico,1952,1958,-0.6855092320498997,0.7558494960902516
Q3306306,Urriolagoitia,145,BOL,Bolivia,1949,1951,-0.6855092320498997,0.7558494960902516
Q34105,Mubarak,651,EGY,Egypt,1981,2011,-0.6855092320498997,0.7558494960902516
Q345385,Ould Daddah,435,MRT,Mauritania,1960,1978,-0.6855092320498997,0.7558494960902516
Q346658,Frondizi,160,ARG,Argentina,1958,1962,-0.6855092320498997,0.7558494960902516
Q349261,Lastiri,160,ARG,Argentina,1973,1973,-0.6855092320498997,0.7558494960902516
Q356728,Ankrah,452,GHA,Ghana,1966,1969,-0.6855092320498997,0.7558494960902516
Q358332,Ndayizeye,516,BDI,Burundi,2003,2005,-0.6855092320498997,0.7558494960902516
Q360792,Ghannouchi,616,TUN,Tunisia,2011,2011,-0.6855092320498997,0.7558494960902516
Q365387,Ramanantsoa,580,MDG,Madagascar,1972,1975,-0.6855092320498997,0.7558494960902516
Q365431,Lonardi,160,ARG,Argentina,1955,1955,-0.6855092320498997,0.7558494960902516
Q372679,Amadou Sanogo,432,MLI,Mali,2012,2012,-0.6855092320498997,0.7558494960902516
Q372780,Dioncounda Traore,432,MLI,Mali,2012,2013,-0.6855092320498997,0.7558494960902516
Q380398,Swart,560,ZAF,South Africa,1958,1958,-0.6855092320498997,0.7558494960902516
Q380916,Buyoya,516,BDI,Burundi,1996,2003,-0.6855092320498997,0.7558494960902516
Q380980,Levingston,160,ARG,Argentina,1970,1971,-0.6855092320498997,0.7558494960902516
Q381214,Majko,339,ALB,Albania,1998,1999,-0.6855092320498997,0.7558494960902516
Q382423,Cedras,41,HTI,Haiti,1991,1994,-0.6855092320498997,0.7558494960902516
Q434552,Mancheno,130,ECU,Ecuador,1947,1947,-0.6855092320498997,0.7558494960902516
Q434746,Arosemena Gomez,130,ECU,Ecuador,1966,1968,-0.6855092320498997,0.7558494960902516
Q436484,Molina Urena,42,DOM,Dominican Republic,1965,1965,-0.6855092320498997,0.7558494960902516
Q438852,Ahomadegbe,434,BEN,Benin,1972,1972,-0.6855092320498997,0.7558494960902516
Q440837,Rodriguez Pedotti,150,PRY,Paraguay,1989,1993,-0.6855092320498997,0.7558494960902516
Q449445,Plastiras,350,GRC,Greece,1951,1952,-0.6855092320498997,0.7558494960902516
Q451521,Ould Mohamed Vall,435,MRT,Mauritania,2005,2007,-0.6855092320498997,0.7558494960902516
Q452024,Yusuf Lule,500,UGA,Uganda,1979,1979,-0.6855092320498997,0.7558494960902516
Q461668,Ruth Perry,450,LBR,Liberia,1996,1997,-0.6855092320498997,0.7558494960902516
Q461823,Tommy Ray Franks,645,IRQ,Iraq,2003,2003,-0.6855092320498997,0.7558494960902516
Q4631,Morsi,651,EGY,Egypt,2012,2013,-0.6855092320498997,0.7558494960902516
Q464301,Leekpai,800,THA,Thailand,1992,1995,-0.6855092320498997,0.7558494960902516
Q466098,Lidia Gueiler Tejada,145,BOL,Bolivia,1979,1980,-0.6855092320498997,0.7558494960902516
Q4665763,Abdul Zahir,700,AFG,Afghanistan,1971,1972,-0.6855092320498997,0.7558494960902516
Q469415,Ho Chong,732,KOR,South Korea,1960,1960,-0.6855092320498997,0.7558494960902516
Q469661,Jayewardene,780,LKA,Sri Lanka,1977,1989,-0.6855092320498997,0.7558494960902516
Q470500,Namphy,41,HTI,Haiti,1986,1988,-0.6855092320498997,0.7558494960902516
Q470687,Kolisevski,345,SRB,Yugoslavia/Serbia,1980,1980,-0.6855092320498997,0.7558494960902516
Q470903,Sher Bahadur Deuba,790,NPL,Nepal,1995,1997,-0.6855092320498997,0.7558494960902516
Q471351,Shonekan,475,NGA,Nigeria,1993,1993,-0.6855092320498997,0.7558494960902516
Q472593,Acheampong,452,GHA,Ghana,1972,1978,-0.6855092320498997,0.7558494960902516
Q473214,Laisenia Qarase,950,FJI,Fiji,2000,2006,-0.6855092320498997,0.7558494960902516
Q483128,Chang Do Yong,732,KOR,South Korea,1961,1961,-0.6855092320498997,0.7558494960902516
Q485136,Otunbayeva,703,KGZ,Kyrgyzstan,2010,2011,-0.6855092320498997,0.7558494960902516
Q497412,Paulo Muwanga,500,UGA,Uganda,1980,1980,-0.6855092320498997,0.7558494960902516
Q50997,Limann,452,GHA,Ghana,1979,1981,-0.6855092320498997,0.7558494960902516
Q515657,Stevens,451,SLE,Sierra Leone,1968,1985,-0.6855092320498997,0.7558494960902516
Q529272,Lamizana,439,BFA,Burkina Faso,1974,1980,-0.6855092320498997,0.7558494960902516
Q540230,Lleras Restropo,100,COL,Colombia,1966,1970,-0.6855092320498997,0.7558494960902516
Q5448556,Filipe Nyusi,541,MOZ,Mozambique,2015,2015,-0.6855092320498997,0.7558494960902516
Q545740,Ochab,290,POL,Poland,1956,1956,-0.6855092320498997,0.7558494960902516
Q548636,Oueddei,483,TCD,Chad,1979,1982,-0.6855092320498997,0.7558494960902516
Q558515,Nabiyev,702,TJK,Tajikistan,1991,1992,-0.6855092320498997,0.7558494960902516
Q558706,Batmonh,712,MNG,Mongolia,1984,1990,-0.6855092320498997,0.7558494960902516
Q561542,Moses Zeh Blah,450,LBR,Liberia,2003,2003,-0.6855092320498997,0.7558494960902516
Q5639013,al-Abadi,645,IRQ,Iraq,2014,2015,-0.6855092320498997,0.7558494960902516
Q57315,Salva Kiir,626,SSD,South Sudan,2011,2015,-0.6855092320498997,0.7558494960902516
Q57363,Rajoelina,580,MDG,Madagascar,2009,2014,-0.6855092320498997,0.7558494960902516
Q57390,Guelleh,522,DJI,Djibouti,1999,2015,-0.6855092320498997,0.7558494960902516
Q57392,Guebuza,541,MOZ,Mozambique,2005,2015,-0.6855092320498997,0.7558494960902516
Q57424,Manuel Serifo Nhamadjo,404,GNB,Guinea-Bissau,2012,2014,-0.6855092320498997,0.7558494960902516
Q57512,Martelly,41,HTI,Haiti,2011,2014,-0.6855092320498997,0.7558494960902516
Q57521,Ali Bongo Ondimba,481,GAB,Gabon,2009,2015,-0.6855092320498997,0.7558494960902516
Q57625,Berisha,339,ALB,Albania,1992,1997,-0.6855092320498997,0.7558494960902516
Q57673,al-Maliki,645,IRQ,Iraq,2006,2014,-0.6855092320498997,0.7558494960902516
Q57675,Najib Tun Razak,820,MYS,Malaysia,2009,2015,-0.6855092320498997,0.7558494960902516
Q57697,Samuel Hinds,110,GUY,Guyana,1997,1997,-0.6855092320498997,0.7558494960902516
Q57830,Bainimarama,950,FJI,Fiji,2000,2000,-0.6855092320498997,0.7558494960902516
Q589978,Diomidis,350,GRC,Greece,1949,1950,-0.6855092320498997,0.7558494960902516
Q5974590,Leon Herrera,94,CRI,Costa Rica,1948,1948,-0.6855092320498997,0.7558494960902516
Q59981,Kuwatli,652,SYR,Syria,1955,1958,-0.6855092320498997,0.7558494960902516
Q605467,Kebreau,41,HTI,Haiti,1957,1957,-0.6855092320498997,0.7558494960902516
Q613051,Kocharian,371,ARM,Armenia,1998,2008,-0.6855092320498997,0.7558494960902516
Q627261,Ntare,516,BDI,Burundi,1966,1966,-0.6855092320498997,0.7558494960902516
Q628530,Frutos,150,PRY,Paraguay,1948,1948,-0.6855092320498997,0.7558494960902516
Q63827,Karmal,700,AFG,Afghanistan,1979,1986,-0.6855092320498997,0.7558494960902516
Q659147,Mohammed Ali Salim,620,LBY,Libya,2012,2012,-0.6855092320498997,0.7558494960902516
Q6784197,Park Choong Hoon,732,KOR,South Korea,1980,1980,-0.6855092320498997,0.7558494960902516
Q69612964,Tsedenbal,712,MNG,Mongolia,1952,1984,-0.6855092320498997,0.7558494960902516
Q707178,Magloire,41,HTI,Haiti,1950,1956,-0.6855092320498997,0.7558494960902516
Q707209,Kiousopoulos,350,GRC,Greece,1952,1952,-0.6855092320498997,0.7558494960902516
Q714042,Seni Pramoj,800,THA,Thailand,1975,1975,-0.6855092320498997,0.7558494960902516
Q715042,Correia Seabra,404,GNB,Guinea-Bissau,2003,2003,-0.6855092320498997,0.7558494960902516
Q718230,Sekouba Konate,438,GIN,Guinea,2009,2010,-0.6855092320498997,0.7558494960902516
Q718234,Akuffo,452,GHA,Ghana,1978,1979,-0.6855092320498997,0.7558494960902516
Q718245,Beavogui,438,GIN,Guinea,1984,1984,-0.6855092320498997,0.7558494960902516
Q718247,Arosemena Monroy,130,ECU,Ecuador,1961,1963,-0.6855092320498997,0.7558494960902516
Q728490,Rodriguez Lara,130,ECU,Ecuador,1972,1976,-0.6855092320498997,0.7558494960902516
Q728887,Georgakopoulos,350,GRC,Greece,1958,1958,-0.6855092320498997,0.7558494960902516
Q735519,Louis Beel,850,IDN,Indonesia,1948,1949,-0.6855092320498997,0.7558494960902516
Q74861,Thanin Kraivichien,800,THA,Thailand,1976,1977,-0.6855092320498997,0.7558494960902516
Q81144,Mladenov,355,BGR,Bulgaria,1989,1990,-0.6855092320498997,0.7558494960902516
Q878859,Gilles Andriamahazo,580,MDG,Madagascar,1975,1975,-0.6855092320498997,0.7558494960902516
Q879116,Peralta Azurdia,90,GTM,Guatemala,1963,1966,-0.6855092320498997,0.7558494960902516
Q879311,Mendez Montenegro,90,GTM,Guatemala,1966,1970,-0.6855092320498997,0.7558494960902516
Q880056,Castro,91,HND,Honduras,1975,1978,-0.6855092320498997,0.7558494960902516
Q880335,Paz Garcia,91,HND,Honduras,1978,1982,-0.6855092320498997,0.7558494960902516
Q880729,Guizado,95,PAN,Panama,1955,1955,-0.6855092320498997,0.7558494960902516
Q881015,Gonzalez Lopez,90,GTM,Guatemala,1957,1957,-0.6855092320498997,0.7558494960902516
Q881211,Paul-Emile de Souza,434,BEN,Benin,1969,1970,-0.6855092320498997,0.7558494960902516
Q886490,Natusch Busch,145,BOL,Bolivia,1979,1979,-0.6855092320498997,0.7558494960902516
Q887011,Laugerud Garcia,90,GTM,Guatemala,1974,1978,-0.6855092320498997,0.7558494960902516
Q887063,Plaza Lasso,130,ECU,Ecuador,1948,1952,-0.6855092320498997,0.7558494960902516
Q887328,Castaneda Castro,92,SLV,El Salvador,1945,1948,-0.6855092320498997,0.7558494960902516
Q887586,Rodolfo Cordon,92,SLV,El Salvador,1962,1962,-0.6855092320498997,0.7558494960902516
Q887593,Filiberto Bonnelly,42,DOM,Dominican Republic,1962,1963,-0.6855092320498997,0.7558494960902516
Q887617,Cerezo,90,GTM,Guatemala,1986,1991,-0.6855092320498997,0.7558494960902516
Q887685,Arana Osorio,90,GTM,Guatemala,1970,1974,-0.6855092320498997,0.7558494960902516
Q887693,Sanchez Hernandez,92,SLV,El Salvador,1967,1972,-0.6855092320498997,0.7558494960902516
Q888147,Delgado Chalbaud,101,VEN,Venezuela,1948,1950,-0.6855092320498997,0.7558494960902516
Q888255,Molas Lopez,150,PRY,Paraguay,1949,1949,-0.6855092320498997,0.7558494960902516
Q888400,Kouandete,434,BEN,Benin,1969,1969,-0.6855092320498997,0.7558494960902516
Q888596,Congacou,434,BEN,Benin,1965,1965,-0.6855092320498997,0.7558494960902516
Q888703,Guerrero Gutierrez,93,NIC,Nicaragua,1966,1967,-0.6855092320498997,0.7558494960902516
Q888818,Fignole,41,HTI,Haiti,1957,1957,-0.6855092320498997,0.7558494960902516
Q888828,Sankawulo,450,LBR,Liberia,1995,1996,-0.6855092320498997,0.7558494960902516
Q888967,Sindikubwabo,517,RWA,Rwanda,1994,1994,-0.6855092320498997,0.7558494960902516
Q959588,Kukrot Pramoj,800,THA,Thailand,1975,1976,-0.6855092320498997,0.7558494960902516
Q959614,Kraprayoon,800,THA,Thailand,1992,1992,-0.6855092320498997,0.7558494960902516
Q974619,Sanya,800,THA,Thailand,1973,1975,-0.6855092320498997,0.7558494960902516
Q981549,Rabuka,950,FJI,Fiji,1987,1987,-0.6855092320498997,0.7558494960902516
Q982280,Khalid,770,PAK,Pakistan,1996,1997,-0.6855092320498997,0.7558494960902516
Q982335,Pote Sarasin,800,THA,Thailand,1957,1957,-0.6855092320498997,0.7558494960902516
Q983444,Surya Bahadur Thapa,790,NPL,Nepal,2003,2004,-0.6855092320498997,0.7558494960902516
