qid,leader,iso3,country_name,start_year,end_year,entry,exit,family_in_govt_count,family_in_govt_binary,family_in_govt_details,places_named_count,places_named_binary,places_named_details,grandiose_titles_count,grandiose_titles_binary,grandiose_titles_details
Q320963,Pella,ITA,ITA,1953,1954,Regular,Regular,0,0,,0,0,,0,0,
Q273228,Fanfani,ITA,ITA,1954,1954,Regular,Regular,0,0,,0,0,,0,0,
Q367342,Scelba,ITA,ITA,1954,1955,Regular,Regular,0,0,,1,0,Legge Scelba,0,0,
Q1240,Segni,ITA,ITA,1955,1957,Regular,Regular,1,0,Mario Segni (child): Member of the European Parliament; Mario Segni (child): member of the Chamber of Deputies of the Italian Republic,4,1,"Giardino Alpino ""Antonio Segni""; Antonio Segni Ozieri; Fondazione Antonio Segni, Sassari (SS); Biblioteca Comunale Antonio Segni",0,0,
Q366104,Zoli,ITA,ITA,1957,1958,Regular,Regular,1,0,Giancarlo Zoli (child): mayor of Florence,1,0,Adone Zoli primary school,0,0,
Q273228,Fanfani,ITA,ITA,1958,1959,Regular,Regular,0,0,,0,0,,0,0,
Q1240,Segni,ITA,ITA,1959,1960,Regular,Regular,1,0,Mario Segni (child): Member of the European Parliament; Mario Segni (child): member of the Chamber of Deputies of the Italian Republic,4,1,"Giardino Alpino ""Antonio Segni""; Antonio Segni Ozieri; Fondazione Antonio Segni, Sassari (SS); Biblioteca Comunale Antonio Segni",0,0,
Q314004,Tambroni,ITA,ITA,1960,1960,Regular,Regular,0,0,,0,0,,0,0,
Q273228,Fanfani,ITA,ITA,1960,1963,Regular,Regular,0,0,,0,0,,0,0,
Q1235,Leone,ITA,ITA,1963,1963,Regular,Regular,1,0,Carlo Leone (sibling): president of Campania,1,0,Q108348207,0,0,
Q171834,Moro,ITA,ITA,1963,1968,Regular,Regular,1,0,Maria Fida Moro (child): member of the Senate of the Italian Republic,174,1,Ponte Punta Penna Pizzone; University of Bari; Strada sopraelevata di Genova; Aldo Moro - Il presidente; A. Morostraat; SMS Aldo Moro; Casalnuovo IC Aldo Moro Mennella; Aldo Moro - Arsago Seprio -; Due Carrare A. Moro; R.Moro - 15 C.D.Bari; Aldo Moro; I.C. Nichelino Iv-A. Moro; Aldo Moro; Senigallia Aldo Moro; Via Aldo Moro; Istituto Comprensivo Aldo Moro; Afragola 3 - Aldo Moro; Scuola primaria Aldo Moro di Offlaga; Moro; Istituto Comprensivo Aldo Moro,0,0,
Q1235,Leone,ITA,ITA,1968,1968,Regular,Regular,1,0,Carlo Leone (sibling): president of Campania,1,0,Q108348207,0,0,
Q316288,Rumor,ITA,ITA,1968,1970,Regular,Regular,0,0,,0,0,,0,0,
Q312058,Colombo,ITA,ITA,1970,1972,Regular,Regular,1,0,Pasquale Colombo (sibling): Questore; Pasquale Colombo (sibling): prefect of Grosseto,0,0,,0,0,
Q50005,Andreotti,ITA,ITA,1972,1973,Regular,Regular,1,0,Lamberto Andreotti (child): chief executive officer,0,0,,0,0,
Q316288,Rumor,ITA,ITA,1973,1974,Regular,Regular,0,0,,0,0,,0,0,
Q171834,Moro,ITA,ITA,1974,1976,Regular,Regular,1,0,Maria Fida Moro (child): member of the Senate of the Italian Republic,174,1,Ponte Punta Penna Pizzone; University of Bari; Strada sopraelevata di Genova; Aldo Moro - Il presidente; A. Morostraat; SMS Aldo Moro; Casalnuovo IC Aldo Moro Mennella; Aldo Moro - Arsago Seprio -; Due Carrare A. Moro; R.Moro - 15 C.D.Bari; Aldo Moro; I.C. Nichelino Iv-A. Moro; Aldo Moro; Senigallia Aldo Moro; Via Aldo Moro; Istituto Comprensivo Aldo Moro; Afragola 3 - Aldo Moro; Scuola primaria Aldo Moro di Offlaga; Moro; Istituto Comprensivo Aldo Moro,0,0,
Q50005,Andreotti,ITA,ITA,1976,1979,Regular,Regular,1,0,Lamberto Andreotti (child): chief executive officer,0,0,,0,0,
Q1230,Cossiga,ITA,ITA,1979,1980,Regular,Regular,1,0,Giuseppe Cossiga (child): member of the Chamber of Deputies of the Italian Republic,1,0,Q3889099,0,0,
Q434786,Forlani,ITA,ITA,1980,1981,Regular,Regular,1,0,Alessandro Forlani (child): member of the Senate of the Italian Republic; Alessandro Forlani (child): member of the Chamber of Deputies of the Italian Republic,0,0,,0,0,
Q332709,Spadolini,ITA,ITA,1981,1982,Regular,Regular,0,0,,2,1,Fondazione Spadolini Nuova Antologia; Grave of Giovanni Spadolini,0,0,
Q273228,Fanfani,ITA,ITA,1982,1983,Regular,Regular,0,0,,0,0,,0,0,
Q192818,Craxi,ITA,ITA,1983,1987,Regular,Regular,2,1,Stefania Craxi (child): member of the Senate of the Italian Republic; Stefania Craxi (child): member of the Chamber of Deputies of the Italian Republic; Bobo Craxi (child): member of the Chamber of Deputies of the Italian Republic,2,1,"Craxism; Biblioteca Comunale del ""600 ""B. Craxi""",1,1,Bettino
Q273228,Fanfani,ITA,ITA,1987,1987,Regular,Regular,0,0,,0,0,,0,0,
Q336259,Goria,ITA,ITA,1987,1988,Regular,Regular,0,0,,0,0,,0,0,
Q50005,Andreotti,ITA,ITA,1989,1992,Regular,Regular,1,0,Lamberto Andreotti (child): chief executive officer,0,0,,0,0,
Q202209,Amato,ITA,ITA,1992,1993,Regular,Regular,0,0,,0,0,,0,0,
Q1224,Ciampi,ITA,ITA,1993,1994,Regular,Regular,0,0,,0,0,,0,0,
Q11860,Berlusconi,ITA,ITA,1994,1995,Regular,Regular,0,0,,6,1,"Milan–Malpensa ""Silvio Berlusconi"" Airport; Berlusconism; Coalición de centroderecha en las elecciones políticas italianas de 2018 para el distrito de Exteriores; Pizza Poro; Centro Sportivo Silvio e Luigi Berlusconi; Q120936487",1,1,Il Cavaliere
Q208100,Dini,ITA,ITA,1995,1996,Regular,Regular,0,0,,0,0,,0,0,
Q38484,Prodi,ITA,ITA,1996,1998,Regular,Regular,3,1,Giorgio Prodi (child): associate professor; Vittorio Prodi (sibling): Member of the European Parliament; Vittorio Prodi (sibling): member of Italian City Council; Vittorio Prodi (sibling): president of the Province of Bologna; Paolo Prodi (sibling): member of the Chamber of Deputies of the Italian Republic,1,0,Q3709994,0,0,
Q202209,Amato,ITA,ITA,2000,2001,Regular,Regular,0,0,,0,0,,0,0,
Q11860,Berlusconi,ITA,ITA,2001,2006,Regular,Regular,0,0,,6,1,"Milan–Malpensa ""Silvio Berlusconi"" Airport; Berlusconism; Coalición de centroderecha en las elecciones políticas italianas de 2018 para el distrito de Exteriores; Pizza Poro; Centro Sportivo Silvio e Luigi Berlusconi; Q120936487",1,1,Il Cavaliere
Q167307,Mintoff,MLT,MLT,1971,1984,Regular,Regular,0,0,,1,0,Q135391595,0,0,
Q152511,Adami,MLT,MLT,1987,1996,Regular,Regular,1,0,Beppe Fenech Adami (child): member of the 13th House of Representatives of Malta,0,0,,0,0,
Q152511,Adami,MLT,MLT,1998,2004,Regular,Regular,1,0,Beppe Fenech Adami (child): member of the 13th House of Representatives of Malta,0,0,,0,0,
Q156833,Alia,ALB,ALB,1985,1992,Regular,Regular,0,0,,0,0,,0,0,
Q57625,Berisha,ALB,ALB,1992,1997,Regular,Regular,1,0,Liri Berisha (spouse): UNICEF Goodwill Ambassador,0,0,,0,0,
Q311596,Fatos Nano,ALB,ALB,1997,1998,Regular,Regular,0,0,,0,0,,0,0,
Q381214,Majko,ALB,ALB,1998,1999,Regular,Regular,0,0,,0,0,,0,0,
Q381214,Majko,ALB,ALB,2002,2002,Regular,Regular,0,0,,0,0,,0,0,
Q311596,Fatos Nano,ALB,ALB,2002,2005,Regular,Regular,0,0,,0,0,,0,0,
Q9161,Tito,SRB,YUG,1945,1980,Irregular,Natural Death,0,0,,29,1,"Podgorica; Josip Broz Tito High School of Skopje; Q140708; Titoism; Josip Broz Tito Square; Avenida Marechal Tito; Marshal Tito street; Tito Square; Titova street; Q12909034; Q12909126; Q12909130; Q12909204; Josip Broz Tito High School Building, Bitola; Slovenska cesta; Q20524687; Q20567883; Q20567892; Titova cesta (Maribor); Tito Bridge (Maribor)",0,0,
Q434177,Bajuk,SVN,SLV,2000,2000,Regular,Regular,0,0,,0,0,,0,0,
Q464922,Anton Rop,SVN,SLV,2002,2004,Regular,Regular,0,0,,0,0,,0,0,
Q449445,Plastiras,GRC,GRC,1945,1945,Regular,Regular,0,0,,1,0,Plastiras Dam,0,0,
Q1258656,Voulgaris,GRC,GRC,1945,1945,Regular,Regular,0,0,,0,0,,0,0,
Q589978,Diomidis,GRC,GRC,1949,1950,Regular,Regular,0,0,,1,0,Julia and Alexander Ν. Diomedes Botanic Garden,0,0,
Q449445,Plastiras,GRC,GRC,1950,1950,Regular,Regular,0,0,,1,0,Plastiras Dam,0,0,
Q449445,Plastiras,GRC,GRC,1951,1952,Regular,Retired Due to Ill Health,0,0,,1,0,Plastiras Dam,0,0,
Q707209,Kiousopoulos,GRC,GRC,1952,1952,Regular,Regular,0,0,,0,0,,0,0,
Q181606,Mavromichalis,GRC,GRC,1963,1963,Regular,Regular,0,0,,0,0,,0,0,
Q156505,Papadopoulos,GRC,GRC,1967,1973,Irregular,Irregular,0,0,,0,0,,0,0,
Q219256,A. Papandreou,GRC,GRC,1981,1989,Regular,Regular,3,1,Giorgos Papandreou (child): president; Giorgos Papandreou (child): Prime Minister of Greece; Giorgos Papandreou (child): Leader of the Opposition; Giorgos Papandreou (child): Minister for Foreign Affairs of Greece; Giorgos Papandreou (child): member of the Hellenic Parliament; Giorgos Papandreou (child): Minister of National Education and Religious Affairs of Greece; Giorgos Papandreou (child): Greek undersecretary of Culture; Giorgos Papandreou (child): President of the Socialist International; Níkos Papandréou (child): Member of the European Parliament; Georgios Papandreou (parent): Deputy Prime Minister of Greece,2,1,"Andreas Papandreou General Hospital of Pyrgos; General Hospital of Rhodes ""Andreas Papandreou""",0,0,
Q318009,Zolotas,GRC,GRC,1989,1990,Regular,Regular,0,0,,0,0,,0,0,
Q219256,A. Papandreou,GRC,GRC,1993,1995,Regular,Retired Due to Ill Health,3,1,Giorgos Papandreou (child): president; Giorgos Papandreou (child): Prime Minister of Greece; Giorgos Papandreou (child): Leader of the Opposition; Giorgos Papandreou (child): Minister for Foreign Affairs of Greece; Giorgos Papandreou (child): member of the Hellenic Parliament; Giorgos Papandreou (child): Minister of National Education and Religious Affairs of Greece; Giorgos Papandreou (child): Greek undersecretary of Culture; Giorgos Papandreou (child): President of the Socialist International; Níkos Papandréou (child): Member of the European Parliament; Georgios Papandreou (parent): Deputy Prime Minister of Greece,2,1,"Andreas Papandreou General Hospital of Pyrgos; General Hospital of Rhodes ""Andreas Papandreou""",0,0,
Q153509,Makarios,CYP,CYP,1960,1974,Regular,Irregular,0,0,,6,1,Makario Stadium; Order of Makarios III; Orthodox Patriarchal Ecclesiastical School of Makarios III; Makarios; Odos Ethnarhou Makariou; Makariou Avenue,0,0,
Q153509,Makarios,CYP,CYP,1974,1977,Regular,Natural Death,0,0,,6,1,Makario Stadium; Order of Makarios III; Orthodox Patriarchal Ecclesiastical School of Makarios III; Makarios; Odos Ethnarhou Makariou; Makariou Avenue,0,0,
Q552389,Kyprianou,CYP,CYP,1977,1988,Regular,Regular,1,0,Markos Kyprianou (child): European Commissioner for Health and Consumer Policy; Markos Kyprianou (child): European Commissioner for Financial Programming and the Budget; Markos Kyprianou (child): member of the House of Representatives of Cyprus; Markos Kyprianou (child): Cypriot Minister of Foreign Affairs; Markos Kyprianou (child): Minister of Finance,0,0,,0,0,
Q28517,Zhivkov,BGR,BUL,1956,1989,Regular,Regular,2,1,Lyudmila Zhivkova (child): member of the Bulgarian National Assembly; Lyudmila Zhivkova (child): Minister of Culture; Vladimir Zhivkov (child): member of the Bulgarian National Assembly,0,0,,1,1,Tato
Q81144,Mladenov,BGR,BUL,1989,1990,Regular,Regular,0,0,,0,0,,0,0,
Q271473,Indzhova,BGR,BUL,1994,1995,Regular,Regular,0,0,,0,0,,0,0,
Q355874,Lucinschi,MDA,MLD,1997,2001,Regular,Regular,2,1,Chiril Lucinschi (child): member of the Parliament of Moldova; Antonina Lucinschi (spouse): First Lady of Moldova,0,0,,0,0,
Q127442,Chernenko,RUS,RUS,1984,1985,Regular,Natural Death,0,0,,1,0,Șoldănești,0,0,
Q30487,Gorbachev,RUS,RUS,1985,1991,Regular,Irregular,0,0,,2,1,Maxillaria gorbatschowii; Gorbiscape gorbachevi,1,1,Gorby
Q34453,Yeltsin,RUS,RUS,1991,1999,Regular,Regular,1,0,Tatyana Yumasheva (child): Advisor to the President of the Russian Federation,9,1,Ural Federal University; Kyrgyz-Russian Slavic University; Ural State Technical University; Yeltsin Tejeda; Boris Yeltsin Peak; Boris Yeltsin Presidential Library; Boris Yeltsin Street; Yeltsinism; Boris Yeltsin Presidential Center,0,0,
Q7747,Putin,RUS,RUS,2000,2015,Regular,Still in Office,1,0,Lyudmila Ocheretnaya (spouse): First Lady of Russia,17,1,Putinism; Vladimir Putin Peak; We Don't Wanna Put In; Vladimira Putina Avenue; putinisms; Putin's rynda; Putin khuylo!; Putinland; PutinTeam; Putinversteher; Hvaldimir; Q85859761; Putinology; Q112632619; Putinflation; Weapons to Ukraine; Q137886682,0,0,
Q307473,Laar,EST,EST,1992,1994,Regular,Regular,0,0,,0,0,,0,0,
Q307473,Laar,EST,EST,1999,2002,Regular,Regular,0,0,,0,0,,0,0,
Q210822,Godmanis,LVA,LAT,1990,1993,Regular,Regular,0,0,,0,0,,0,0,
Q153167,Adamkus,LTU,LIT,1998,2003,Regular,Regular,1,0,Alma Adamkienė (spouse): First Lady of Lithuania,1,0,President Valdas Adamkus Sports Center Stadium,0,0,
Q296956,Paksas,LTU,LIT,2003,2004,Regular,Regular,0,0,,0,0,,0,0,
Q189732,Kravchuk,UKR,UKR,1990,1994,Regular,Regular,1,0,Antonina Kravchuk (spouse): First Lady of Ukraine,1,0,kravchuchka,1,1,Хитрый Лис
Q629702,Kuchma,UKR,UKR,1994,2005,Regular,Regular,1,0,Liudmyla Kuchma (spouse): First Lady of Ukraine,0,0,,0,0,
Q2866,Lukashenko,BLR,BLR,1994,2015,Regular,Still in Office,1,0,Galina Lukashenko (spouse): First Lady of Belarus,1,0,Łukašenka regime,1,1,Бацька
Q613051,Kocharian,ARM,ARM,1998,2008,Regular,Regular,0,0,,0,0,,0,0,
Q218435,Gamsakhurdia,GEO,GRG,1991,1992,Regular,Irregular,1,0,Konstantine Gamsakhurdia (child): Member of the Parliament of Georgia,0,0,,0,0,
Q151929,Shevardnadze,GEO,GRG,1992,2003,Regular,Irregular,0,0,,0,0,,0,0,
Q229493,Burdjanadze,GEO,GRG,2003,2004,Regular,Regular,0,0,,0,0,,0,0,
Q43330,Saakashvili,GEO,GRG,2004,2007,Regular,Irregular,0,0,,0,0,,0,0,
Q157451,H. Aliyev,AZE,AZE,1993,2003,Regular,Retired Due to Ill Health,2,1,Ilham Aliyev (child): President of Azerbaijan; Ilham Aliyev (child): Prime Minister of Azerbaijan; Ilham Aliyev (child): president; Ilham Aliyev (child): party leader; Ilham Aliyev (child): general secretary; Ilham Aliyev (child): Secretary General of the Non-Aligned Movement; Ilham Aliyev (child): member of the National Assembly of Azerbaijan; Ilham Aliyev (child): Representative of the Parliamentary Assembly of the Council of Europe; Ilham Aliyev (child): Supreme Commander-in-Chief of the Armed Forces of Azerbaijan; Ilham Aliyev (child): Vice President of SOCAR,18,1,"Heydar Aliyev Cultural Center; Baku–Tbilisi–Ceyhan pipeline; Heydar Aliyev International Airport; Azerbaijan Higher Military Academy; Heydarabad; Heydar Aliyev Palace; Heydar Aliyev Sports and Exhibition Complex; Heydar Aliyev Order; Academy of the Ministry of National Security; Heydar Aliyev Mükafatı; Heydar Mosque; Heydar Aliyev Avenue; Heydar Aliyev Baku Oil Refinery; Heydar Aliyev Right Embankment; Heydar Aliyev Military Lyceum; Q115727528; Q117526794; Jubilee medal ""100 years of Heydar Aliyev (1923-2023)"".",0,0,
Q57371,Ilhma Aliyev,AZE,AZE,2003,2015,Regular,Still in Office,3,1,Leyla Alieva (child): vice president; Mehriban Alieva (spouse): UNESCO Goodwill Ambassador; Mehriban Alieva (spouse): president; Mehriban Alieva (spouse): First Lady of Azerbaijan; Mehriban Alieva (spouse): member of the National Assembly of Azerbaijan; Mehriban Alieva (spouse): Vice President of Azerbaijan; Heydar Aliev (parent): President of Azerbaijan; Heydar Aliev (parent): party leader; Heydar Aliev (parent): First Deputy Premier of the Soviet Union; Heydar Aliev (parent): member of the Supreme Soviet of the Russian Soviet Federative Socialist Republic,0,0,,0,0,
Q202171,Paasikivi,FIN,FIN,1946,1956,Regular,Regular,0,0,,4,1,Paasikivi–Kekkonen doctrine; Paasikivi Institute; Paasikivenkatu; Paasikiven–Kekkosentie,0,0,
Q179858,Kekkonen,FIN,FIN,1956,1981,Regular,Retired Due to Ill Health,1,0,Matti Kekkonen (child): member of the Parliament of Finland,9,1,Urho Kekkonen National Park; Paasikivi–Kekkonen doctrine; UKK Trail; Urho Kekkosen katu; UKK Institute; Urho; Q11868565; Kekkostiet; Paasikiven–Kekkosentie,0,0,
Q29021,Koivisto,FIN,FIN,1981,1994,Regular,Regular,1,0,Tellervo Koivisto (spouse): member of the Parliament of Finland,1,0,Koivisto,0,0,
Q29230,Marthi Ahtisaari,FIN,FIN,1994,2000,Regular,Regular,0,0,,5,1,CMI – Martti Ahtisaari Peace Foundation; Martti Ahtisaari School; Martti Ahtisaari Institute of Global Business and Economics; Martti Ahtisaari Square; Ahtisaari Square,0,0,
Q29213,Halonen,FIN,FIN,2000,2012,Regular,Regular,1,0,Pentti Arajärvi (spouse): municipal councillor in Finland,2,1,Tarja Halonen Park; Rosa ‘Tarja Halonen’,0,0,
Q53707,Erlander,SWE,SWD,1946,1969,Regular,Regular,2,1,Sven Erlander (child): rector of Linköping University; Aina Erlander (spouse): Spouse of the Prime Minister of Sweden,4,1,Erlandergården; Erlanderhuset; Tage Erlanders hedersmedalj; Erland,0,0,
Q53713,Palme,SWE,SWD,1969,1976,Regular,Regular,1,0,Lisbet Palme (spouse): UNICEF Goodwill Ambassador; Lisbet Palme (spouse): Spouse of the Prime Minister of Sweden,51,1,Olof-Palme-Platz; Olof Palme Prize; Olof Palme Peace March; Ulofa Palme Street; Olof Palme International Center; Q10609261; Olof Palmes plats; Olof Palmes torg; The Palmemonument; Olof Palmeplein; Olof-Palme-Allee; Olof Palmestraat; Olof Palmestraat; S.O.J. Palmelaan; Olof Palme (1927-1986); Olof Palme sétány; Olof Palmes plats; Q52772045; Q52772119; Q52772198,0,0,
Q53733,Ullsten,SWE,SWD,1978,1979,Regular,Regular,0,0,,0,0,,0,0,
Q53713,Palme,SWE,SWD,1982,1986,Regular,Irregular,1,0,Lisbet Palme (spouse): UNICEF Goodwill Ambassador; Lisbet Palme (spouse): Spouse of the Prime Minister of Sweden,51,1,Olof-Palme-Platz; Olof Palme Prize; Olof Palme Peace March; Ulofa Palme Street; Olof Palme International Center; Q10609261; Olof Palmes plats; Olof Palmes torg; The Palmemonument; Olof Palmeplein; Olof-Palme-Allee; Olof Palmestraat; Olof Palmestraat; S.O.J. Palmelaan; Olof Palme (1927-1986); Olof Palme sétány; Olof Palmes plats; Q52772045; Q52772119; Q52772198,0,0,
Q53740,Carlsson,SWE,SWD,1986,1991,Regular,Regular,0,0,,0,0,,0,0,
Q52922,Bildt,SWE,SWD,1991,1994,Regular,Regular,1,0,Anna Maria Corazza Bildt (spouse): Member of the European Parliament,0,0,,0,0,
Q53740,Carlsson,SWE,SWD,1994,1996,Regular,Regular,0,0,,0,0,,0,0,
Q164346,Gerhardsen,NOR,NOR,1945,1951,Regular,Regular,1,0,Rune Gerhardsen (child): president; Rune Gerhardsen (child): Governing Mayor of Oslo; Rune Gerhardsen (child): deputy member of the Parliament of Norway,2,1,Einar Gerhardsens plass; Gerhardsennuten,0,0,
Q164346,Gerhardsen,NOR,NOR,1955,1963,Regular,Regular,1,0,Rune Gerhardsen (child): president; Rune Gerhardsen (child): Governing Mayor of Oslo; Rune Gerhardsen (child): deputy member of the Parliament of Norway,2,1,Einar Gerhardsens plass; Gerhardsennuten,0,0,
Q164346,Gerhardsen,NOR,NOR,1963,1965,Regular,Regular,1,0,Rune Gerhardsen (child): president; Rune Gerhardsen (child): Governing Mayor of Oslo; Rune Gerhardsen (child): deputy member of the Parliament of Norway,2,1,Einar Gerhardsens plass; Gerhardsennuten,0,0,
Q380659,Borten,NOR,NOR,1965,1971,Regular,Regular,0,0,,0,0,,0,0,
Q317412,Korvald,NOR,NOR,1972,1973,Regular,Regular,0,0,,0,0,,0,0,
Q337295,Nordli,NOR,NOR,1976,1981,Regular,Retired Due to Ill Health,0,0,,0,0,,0,0,
Q133009,Brundtland,NOR,NOR,1981,1981,Regular,Regular,2,1,Hanne Harlem (sibling): Minister of Justice and Public Security; Hanne Harlem (sibling): Q63893197; Gudmund Harlem (parent): professor; Gudmund Harlem (parent): Minister of Defence; Gudmund Harlem (parent): Minister of Social Affairs,0,0,,0,0,
Q133009,Brundtland,NOR,NOR,1986,1989,Regular,Regular,2,1,Hanne Harlem (sibling): Minister of Justice and Public Security; Hanne Harlem (sibling): Q63893197; Gudmund Harlem (parent): professor; Gudmund Harlem (parent): Minister of Defence; Gudmund Harlem (parent): Minister of Social Affairs,0,0,,0,0,
Q311421,Syse,NOR,NOR,1989,1990,Regular,Regular,2,1,Christian Syse (child): ambassador of Norway to Sweden; Peter Syse (parent): mayor of Nøtterøy,0,0,,0,0,
Q133009,Brundtland,NOR,NOR,1990,1996,Regular,Regular,2,1,Hanne Harlem (sibling): Minister of Justice and Public Security; Hanne Harlem (sibling): Q63893197; Gudmund Harlem (parent): professor; Gudmund Harlem (parent): Minister of Defence; Gudmund Harlem (parent): Minister of Social Affairs,0,0,,0,0,
Q207655,Bondevik,NOR,NOR,1997,1998,Regular,Regular,0,0,,0,0,,0,0,
Q207655,Bondevik,NOR,NOR,1998,2000,Regular,Regular,0,0,,0,0,,0,0,
Q207655,Bondevik,NOR,NOR,2001,2005,Regular,Regular,0,0,,0,0,,0,0,
Q664052,Buhl,DNK,DEN,1945,1945,Regular,Regular,0,0,,0,0,,0,0,
Q1335084,Kristensen,DNK,DEN,1945,1947,Regular,Regular,0,0,,0,0,,0,0,
Q503087,Hedtoft,DNK,DEN,1947,1950,Regular,Regular,0,0,,0,0,,0,0,
Q710950,Eriksen,DNK,DEN,1950,1953,Regular,Regular,0,0,,0,0,,0,0,
Q503087,Hedtoft,DNK,DEN,1953,1955,Regular,Natural Death,0,0,,0,0,,0,0,
Q721358,Hansen,DNK,DEN,1955,1960,Regular,Natural Death,1,0,Robert Svane Hansen (sibling): county mayor of Denmark,0,0,,0,0,
Q918287,Kampmann,DNK,DEN,1960,1962,Regular,Retired Due to Ill Health,1,0,Jens Kampmann (child): Minister for the Environment; Jens Kampmann (child): Tax Minister of Denmark; Jens Kampmann (child): member of the Folketing,0,0,,0,0,
Q441330,Krag,DNK,DEN,1962,1968,Regular,Regular,1,0,Peter Hansted (child): mayor of Ærø Municipality,1,0,Q107650451,0,0,
Q727237,Baunsgaard,DNK,DEN,1968,1971,Regular,Regular,0,0,,0,0,,0,0,
Q441330,Krag,DNK,DEN,1971,1972,Regular,Regular,1,0,Peter Hansted (child): mayor of Ærø Municipality,1,0,Q107650451,0,0,
Q348901,Hartling,DNK,DEN,1973,1975,Regular,Regular,0,0,,0,0,,0,0,
Q311063,Nyrup Rasmussen,DNK,DEN,1993,2001,Regular,Regular,1,0,Q3499031 (spouse): Member of the European Parliament; Q3499031 (spouse): Minister for the Environment; Q3499031 (spouse): member of the Folketing; Q3499031 (spouse): Representative of the Parliamentary Assembly of the Council of Europe,0,0,,0,0,
Q46052,Fogh Rasmussen,DNK,DEN,2001,2009,Regular,Regular,0,0,,0,0,,0,0,
Q360353,Benediktsson,ISL,ICE,1963,1970,Regular,Natural Death,0,0,,0,0,,0,0,
Q984037,Thoroddsen,ISL,ICE,1980,1983,Regular,Regular,0,0,,0,0,,0,0,
Q107431,Pires,CPV,CAP,1975,1991,Regular,Regular,0,0,,0,0,,0,0,
Q57356,Jammeh,GMB,GAM,1994,2015,Irregular,Still in Office,1,0,Zeineb Jammeh (spouse): First Lady,0,0,,0,0,
Q219728,Diouf,SEN,SEN,1981,2000,Regular,Regular,1,0,Elisabeth Diouf (spouse): First Lady of Senegal,1,0,Ecole Emile Sarr,0,0,
Q336242,Maga,BEN,BEN,1960,1963,Regular,Irregular,1,0,Marie do Régo (spouse): First Lady of Benin,1,0,Q16540624,0,0,
Q336242,Maga,BEN,BEN,1970,1972,Regular,Regular,1,0,Marie do Régo (spouse): First Lady of Benin,1,0,Q16540624,0,0,
Q345385,Ould Daddah,MRT,MAA,1960,1978,Regular,Irregular,0,0,,0,0,,0,0,
Q314355,Diori,NER,NIR,1960,1974,Regular,Irregular,0,0,,1,0,Diori Hamani International Airport,0,0,
Q179242,Laurent Gbagbo,CIV,CDI,2000,2011,Irregular,Irregular,1,0,Simone Gbagbo (spouse): First Lady of Ivory Coast; Simone Gbagbo (spouse): Member of the National Assembly of Cote d'Ivoire,0,0,,0,0,
Q202155,Sankara,BFA,BFO,1983,1987,Irregular,Irregular,0,0,,6,1,Université Ouaga II; Q15984955; Sankarism; Rue Thomas-Sankara; Passage Thomas-Sankara; Spiniglans thomassankara,0,0,
Q294618,Doe,LBR,LBR,1980,1990,Irregular,Irregular,1,0,Nancy Doe (spouse): First Lady,1,0,Samuel Kanyon Doe Sports Complex,0,0,
Q879302,"Margai,M",SLE,SIE,1961,1964,Regular,Natural Death,1,0,Albert Margai (sibling): Minister of Finance of Sierra Leone,0,0,,1,1,Privy Council of the United Kingdom
Q359490,"Margai, A",SLE,SIE,1964,1967,Regular,Regular,2,1,Charles Margai (child): Attorney General and Minister of Justice of Sierra Leone; Milton Augustus Strieby Margai (sibling): chief minister; Milton Augustus Strieby Margai (sibling): Minister of Health of Sierra Leone,0,0,,0,0,
Q515657,Stevens,SLE,SIE,1968,1985,Irregular,Regular,0,0,,0,0,,0,0,
Q887812,Momoh,SLE,SIE,1985,1992,Regular,Irregular,0,0,,0,0,,0,0,
Q336297,Kabbah,SLE,SIE,1996,1997,Regular,Irregular,0,0,,0,0,,0,0,
Q888792,Koroma,SLE,SIE,1997,1998,Irregular,Foreign,0,0,,0,0,,0,0,
Q336297,Kabbah,SLE,SIE,1998,2007,Foreign Imposition,Regular,0,0,,0,0,,0,0,
Q8620,Nkrumah,GHA,GHA,1952,1966,Regular,Irregular,1,0,Samia Nkrumah (child): Member of the 5th Parliament of the 4th Republic of Ghana,9,1,Tema Motorway; Stokely Carmichael; Kwame Nkrumah University of Science and Technology; FPSO Kwame Nkrumah; Nkrumah University; Nkrumaism; African Union Kwame Nkrumah Awards for Scientific Excellence; Azikiwe-Nkrumah Hall; Nkrumah Road,1,1,Privy Council of the United Kingdom
Q356728,Ankrah,GHA,GHA,1966,1969,Irregular,Regular,0,0,,0,0,,0,0,
Q424377,Afrifa,GHA,GHA,1969,1969,Regular,Regular,0,0,,0,0,,0,0,
Q472593,Acheampong,GHA,GHA,1972,1978,Irregular,Irregular,0,0,,0,0,,0,0,
Q718234,Akuffo,GHA,GHA,1978,1979,Regular,Irregular,0,0,,0,0,,0,0,
Q51002,Rawlings,GHA,GHA,1979,1979,Irregular,Regular,1,0,Zanetor Agyeman-Rawlings (child): Member of the Parliament of Ghana; Zanetor Agyeman-Rawlings (child): Member of the 7th Parliament of the 4th Republic of Ghana; Zanetor Agyeman-Rawlings (child): Member of the 8th Parliament of the 4th Republic of Ghana,1,0,J.J. Rawlings Avenue,2,1,Junior Jesus; Papa J
Q50997,Limann,GHA,GHA,1979,1981,Regular,Irregular,0,0,,1,0,Hilla Limann Highway,0,0,
